TaxonName,X1_1_ActivityCycle,X5_1_AdultBodyMass_g,X8_1_AdultForearmLen_mm,X13_1_AdultHeadBodyLen_mm,X2_1_AgeatEyeOpening_d,X3_1_AgeatFirstBirth_d,X18_1_BasalMetRate_mLO2hr,X5_2_BasalMetRateMass_g,X6_1_DietBreadth,X7_1_DispersalAge_d,X9_1_GestationLen_d,X12_1_HabitatBreadth,X22_1_HomeRange_km2,X22_2_HomeRange_Indiv_km2,X14_1_InterbirthInterval_d,X15_1_LitterSize,X16_1_LittersPerYear,X17_1_MaxLongevity_m,X5_3_NeonateBodyMass_g,X13_2_NeonateHeadBodyLen_mm,X10_1_PopulationGrpSize,X23_1_SexualMaturityAge_d,X10_2_SocialGrpSize,X24_1_TeatNumber,X12_2_Terrestriality,X6_2_TrophicLevel,X25_1_WeaningAge_d,X5_4_WeaningBodyMass_g,X13_3_WeaningHeadBodyLen_mm,XHYP_JTE
Microtus townsendii,2,3.95162826,NA,4.927398602,NA,NA,4.504354881,3.955082495,2,NA,3.144152279,3,NA,NA,NA,1.621366483,NA,NA,NA,NA,NA,1.984312425,NA,NA,1,1,2.490094135,NA,NA,NA
Microtus umbrosus,NA,3.737431495,NA,4.773984259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.386294361,NA,NA,NA,NA,NA,NA
Microtus xanthognathus,NA,4.528828953,NA,5.052161041,NA,NA,4.591476859,4.226833745,3,NA,NA,NA,NA,NA,NA,2.091864062,0.693147181,NA,1.249901736,NA,NA,NA,NA,NA,NA,1,3.121323677,NA,NA,NA
Arborimus albipes,NA,3.135494216,NA,4.641694961,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1.004301609,NA,NA,NA,NA,NA,NA,NA,1.609437912,2,1,NA,NA,NA,NA
Arborimus longicaudus,1,3.108614431,NA,4.641694961,2.990719732,NA,4.075161743,3.08190997,1,NA,3.336125385,2,NA,NA,NA,1.068153081,NA,NA,0.91228271,NA,NA,NA,0,NA,2,1,3.124058383,3.044522438,NA,NA
Arborimus pomo,1,3.48093235,NA,4.595725727,3.034952987,NA,NA,NA,1,NA,3.475995592,2,NA,NA,NA,0.693147181,NA,NA,0.871293366,NA,NA,NA,NA,1.386294361,2,1,3.280075846,NA,NA,NA
Dicrostonyx groenlandicus,NA,4.068000587,NA,4.764905244,2.602689685,4.119037175,4.578928875,4.051784948,NA,NA,3.036874217,NA,NA,NA,4.949747468,1.32972401,0.693147181,NA,1.486139696,3.555062306,NA,1.911416048,NA,NA,NA,NA,2.592284821,3.126760536,NA,NA
Dicrostonyx hudsonius,NA,4.043051268,NA,NA,NA,NA,NA,NA,NA,NA,2.995732274,NA,NA,NA,NA,1.249901736,0.405465108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrostonyx richardsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lemmiscus curtatus,2,3.341801172,NA,4.631617356,2.463853241,NA,3.91780625,3.411147713,4,NA,3.225255432,2,NA,NA,NA,1.631199404,NA,NA,0.385262401,3.295836866,NA,2.025987382,NA,1.386294361,1,1,2.758924176,NA,NA,NA
Lemmus trimucronatus,NA,4.245920502,NA,NA,NA,NA,NA,NA,NA,NA,3.033509638,NA,NA,NA,NA,1.925707442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myodes californicus,NA,2.90690106,NA,4.591780949,NA,NA,4.112839145,2.90690106,NA,NA,2.890371758,NA,NA,NA,NA,1.131402111,1.348073148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myodes gapperi,1,2.987195943,NA,4.616406818,2.602689685,NA,4.002229273,3.120159852,6,NA,2.890371758,NA,NA,NA,4.123105626,1.680827909,0.875468737,2.995732274,0.39877612,3.401197382,NA,2.132471602,0,NA,NA,2,3.136983323,2.338917022,NA,NA
Myodes rutilus,NA,2.992727765,NA,4.691989878,2.351375257,NA,4.141069102,3.068052935,4,NA,3.17722015,NA,NA,NA,4.527692569,1.722766598,1.435084525,NA,0.587786665,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Neofiber alleni,1,5.581162761,NA,5.29576411,2.708050201,NA,5.37897527,5.553347107,3,NA,3.341447377,2,NA,NA,NA,0.845868268,1.504077397,NA,2.233235015,NA,NA,2.135945384,0,NA,1,1,2.755416322,NA,NA,NA
Ondatra zibethicus,2,6.899027301,NA,5.62282546,2.674148649,5.899897354,6.734912655,6.972887374,5,NA,3.327191968,3,NA,NA,5.477225575,1.87946505,0.887891257,4.787491743,3.090587805,NA,NA,2.299743993,NA,1.791759469,1,2,3.030793941,5.035002651,NA,NA
Phenacomys intermedius,2,3.226843995,NA,4.679070994,2.564949357,3.891820298,4.209011637,3.068052935,4,NA,3.109953418,NA,NA,NA,NA,1.539015448,1.098612289,NA,0.783901544,NA,NA,1.92077571,NA,2.079441542,NA,1,3.13901439,NA,NA,NA
Phenacomys ungava,NA,3.295836866,NA,NA,2.63905733,NA,NA,NA,NA,NA,3.104138147,NA,NA,NA,NA,1.568615918,NA,NA,0.871293366,NA,NA,1.859456296,NA,NA,NA,NA,2.613929188,NA,NA,NA
Synaptomys borealis,NA,3.058707073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.451613827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synaptomys cooperi,NA,3.332561589,NA,4.658710953,2.420368129,NA,NA,NA,4,NA,3.148453361,NA,NA,NA,NA,1.128171091,1.011600912,3.401197382,1.147402453,NA,NA,NA,NA,NA,NA,1,2.732840813,2.995732274,NA,NA
Baiomys musculus,2,2.196112848,NA,4.325323999,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,0.963174318,NA,NA,0.506817602,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
Baiomys taylori,2,2.005525859,NA,4.157319361,2.593013391,4.40060302,2.837908188,1.967112357,4,NA,3.090587805,NA,NA,NA,4.795831523,0.924258902,2.302585093,3.666633845,0.139761942,NA,NA,2.055393287,NA,NA,NA,1,2.731501185,NA,NA,NA
Habromys lophurus,NA,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Habromys simulatus,NA,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reithrodontomys brevirostris,1,2.557227311,NA,4.280547466,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.223775432,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys burti,1,2.995732274,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys chrysopsis,1,2.944438979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.223775432,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys creper,1,3.126760536,NA,4.496805161,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.792992516,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys darienensis,1,2.564179831,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.355835154,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys fulvescens,1,2.446685437,NA,4.204543355,2.351375257,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1.324418957,NA,NA,0.104360015,NA,NA,NA,0.405465108,1.791759469,2,2,2.435131383,1.17557333,NA,NA
Reithrodontomys gracilis,1,2.52332576,NA,4.287578583,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.134622726,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys hirsutus,1,2.995732274,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.355835154,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys humulis,1,2.1102132,NA,4.17438727,2.302585093,NA,NA,NA,3,NA,3.056827373,2,NA,NA,5.835237784,1.095273387,NA,3.29175447,0.067658648,NA,NA,1.949064983,0,NA,2,2,2.755416322,NA,NA,NA
Reithrodontomys megalotis,1,2.372111156,NA,4.243051882,2.374905755,4.127134385,3.113515309,2.197224577,NA,NA,3.157000421,2,NA,NA,5.253570215,1.430311247,1.504077397,2.890371758,0.3074847,NA,NA,2.114624977,0,1.791759469,2,NA,2.714417617,NA,NA,NA
Reithrodontomys mexicanus,1,2.754297452,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.068153081,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys microdon,1,2.995732274,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys montanus,1,2.388762789,NA,NA,2.079441542,4.430816799,NA,NA,3,NA,3.044522438,2,NA,NA,NA,1.371180723,NA,NA,-0.010050336,NA,NA,2.031018318,0,1.791759469,2,2,2.410142264,1.686398954,NA,NA
Reithrodontomys rodriguezi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys sumichrasti,1,2.944438979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.249901736,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys tenuirostris,1,2.995732274,NA,4.474263916,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Reithrodontomys zacatecae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Hodomys alleni,NA,5.906968187,NA,5.407889003,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.329303747,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Isthmomys flavidus,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
Isthmomys pirrensis,NA,4.925150025,NA,NA,NA,NA,4.798678932,4.926528785,3,NA,NA,1,NA,NA,NA,0.887891257,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
Megadontomys nelsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelsonia goldmani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelsonia neotomodon,NA,4.382026635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma albigula,1,5.33840309,NA,5.167468088,2.687847494,NA,4.901564199,5.209486153,2,NA,3.610917913,1,NA,NA,7,0.760805829,0.693147181,4.526126979,2.416806237,NA,NA,2.131849675,0,NA,1,1,3.223652864,4.637637376,NA,NA
Neotoma angustapalata,NA,5.288267031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma chrysomelas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.030459207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma cinerea,1,5.655607121,NA,5.342142846,2.674148649,NA,5.127469732,5.323497665,3,NA,3.390810289,NA,NA,NA,5.477225575,1.238374231,0.405465108,NA,2.667228207,NA,NA,2.502678218,1.386294361,NA,NA,1,2.975730113,4.536462988,NA,NA
Neotoma devia,NA,5.298317367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma floridana,1,5.51809526,NA,5.359741669,2.833213344,NA,NA,NA,3,NA,3.550766152,NA,NA,NA,9.110433579,1.134622726,0.916290732,3.583518938,2.641910399,4.189654742,NA,2.273093717,0,NA,NA,1,3.341502187,3.826465117,NA,NA
Neotoma fuscipes,NA,5.362512079,NA,5.334552859,2.63905733,NA,5.000854282,5.230306156,NA,NA,3.502851035,NA,NA,NA,NA,1.026041596,0.559615788,NA,2.576421759,NA,NA,NA,0,NA,NA,NA,3.018039457,NA,NA,NA
Neotoma goldmani,NA,5.288267031,NA,4.976457842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254642218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma lepida,1,4.968979619,NA,5.09821873,2.568788134,NA,4.507447097,4.780802755,1,NA,3.496204485,2,NA,NA,7.745966692,0.993251773,1.252762968,NA,2.23644529,NA,NA,2.13296783,NA,NA,2,1,3.215291396,3.553632305,NA,NA
Neotoma leucodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma macrotis,NA,5.419383895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma magister,NA,6.102558595,NA,NA,2.995732274,NA,NA,NA,NA,NA,3.5094537,NA,NA,NA,NA,0.693147181,NA,NA,2.708050201,NA,NA,NA,NA,NA,NA,NA,2.954880364,NA,NA,NA
Neotoma mexicana,1,5.313205979,NA,5.21564203,NA,NA,NA,NA,5,NA,3.502851035,NA,NA,NA,NA,0.951657876,0.693147181,NA,2.341805806,NA,NA,2.022706121,NA,NA,NA,1,NA,NA,NA,NA
Neotoma micropus,2,5.541812414,NA,5.359788689,2.602689685,NA,NA,NA,5,5.206750173,3.526360525,NA,NA,NA,NA,0.916290732,0.693147181,3.295836866,2.459588842,NA,NA,2.269703942,NA,NA,NA,1,3.101352168,NA,NA,NA
Neotoma palatina,NA,5.288267031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma phenax,NA,5.427106281,NA,5.278114659,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Neotoma stephensi,NA,5.005421727,NA,5.081404365,2.564949357,NA,NA,NA,3,NA,3.454738149,NA,NA,NA,11.40175425,0.058268908,0.641853886,NA,2.360854001,NA,NA,2.404529375,NA,NA,NA,2,3.320170311,3.555062306,NA,NA
Neotomodon alstoni,1,3.798630318,NA,4.746322466,2.944438979,NA,NA,NA,NA,NA,3.306520335,2,NA,NA,NA,1.16315081,0.916290732,NA,1.223775432,3.36729583,NA,2.160871328,NA,NA,1,NA,NA,NA,NA,NA
Ochrotomys nuttalli,2,3.127199036,NA,4.523743187,2.553343811,NA,3.299533728,2.970414466,3,NA,3.370738174,2,NA,NA,5.08920426,0.963174318,NA,3.401197382,0.993251773,NA,NA,NA,1.32175584,1.791759469,2,2,2.751899514,2.525728644,NA,NA
Onychomys arenicola,NA,3.401197382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onychomys leucogaster,1,3.329343278,NA,4.639185065,2.957511061,5.051969158,NA,NA,4,NA,3.454106037,2,NA,NA,5.61248608,1.345472367,1.335001067,4.094344562,0.832909123,NA,NA,2.163201893,NA,1.791759469,1,2,2.836428758,2.57261223,NA,NA
Onychomys torridus,1,3.076390177,NA,4.551769409,2.740840024,4.801230269,3.387774361,2.949688335,1,NA,3.345332249,2,NA,NA,5.449770637,1.193922468,0.916290732,4.010962953,0.845868268,NA,NA,2.006416898,0.693147181,NA,1,3,2.708069139,2.218115936,NA,NA
Osgoodomys banderanus,NA,3.911822985,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.518793793,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Peromyscus attwateri,1,3.328626689,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1.261297871,NA,2.890371758,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Peromyscus aztecus,1,3.526360525,NA,4.718498871,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1.249901736,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Peromyscus beatae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus boylii,1,3.173878459,NA,NA,NA,NA,3.994155835,3.144152279,NA,NA,3.148453361,NA,NA,NA,NA,1.156881197,NA,2.890371758,0.783901544,NA,NA,2.009289668,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus californicus,1,3.753730426,NA,4.753590191,2.602689685,NA,3.90620612,3.867025639,6,NA,3.494991261,NA,NA,NA,4.898979486,0.662687973,1.474763009,NA,1.460937904,NA,NA,1.977883466,NA,NA,NA,2,3.101352168,2.868466923,NA,NA
Peromyscus crinitus,1,2.79239135,NA,4.416911037,2.772588722,NA,3.332918541,2.983153491,4,NA,3.231989464,NA,NA,NA,5.099019514,1.124929597,0.717839793,NA,0.783901544,NA,NA,2.06527295,0,1.386294361,NA,2,2.880889,2.645465326,NA,NA
Peromyscus difficilis,1,3.3304172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.355835154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.958693117,NA,NA,NA
Peromyscus eremicus,1,3.123685638,NA,4.515245478,2.602689685,NA,3.388112142,3.068052935,6,NA,3.308716529,2,NA,NA,6.204836823,0.924258902,1.098612289,NA,0.920282753,NA,NA,1.997568398,0,1.386294361,2,2,2.753659041,NA,NA,NA
Peromyscus eva,1,3.090587805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus fraterculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus furvus,1,3.496204485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662687973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus gossypinus,1,3.320710131,NA,4.590158066,2.602689685,NA,3.610377226,3.068052935,1,NA,3.135494216,2,NA,NA,NA,1.30833282,1.386294361,2.740840024,0.783901544,NA,NA,1.975749864,NA,NA,2,3,2.815980054,NA,NA,NA
Peromyscus grandis,1,4.262679877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.887891257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus gratus,1,3.308716529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus guardia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus guatemalensis,1,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662687973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus gymnotis,1,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus hooperi,1,3.583241122,NA,NA,NA,NA,NA,NA,NA,NA,3.511545439,NA,NA,NA,NA,1.128171091,NA,NA,0.963174318,NA,NA,2.087978258,NA,NA,NA,NA,2.830200305,2.309560707,NA,NA
Peromyscus keeni,1,3.341093458,NA,4.537854479,NA,NA,3.843530009,3.342861805,NA,NA,NA,NA,NA,NA,NA,1.790091412,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus leucopus,1,2.894253105,NA,4.547647,2.564949357,4.667675391,3.523709956,3.063390922,6,3.668676747,3.142858338,3,NA,NA,5.157518783,1.451613827,1.504077397,3.63758616,0.587786665,NA,1.014701639,1.95191964,NA,1.386294361,2,2,2.780217708,2.190535589,NA,NA
Peromyscus levipes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus maniculatus,1,2.994731773,NA,4.561740628,2.720637317,4.462684538,3.596215769,2.954910279,4,NA,3.283914221,2,NA,NA,5.209606511,1.560247668,0.955511445,NA,0.548121409,NA,1.014701639,1.967801346,NA,NA,2,2,2.822689786,2.174751721,NA,NA
Peromyscus megalops,1,4.192680463,NA,NA,3.126760536,NA,4.507447097,4.192680463,NA,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,1.358409158,NA,NA,1.998123217,NA,NA,NA,NA,2.801614715,NA,NA,NA
Peromyscus melanocarpus,1,4.075841091,NA,4.829273277,3.086486637,NA,NA,NA,NA,NA,3.414113607,NA,NA,NA,5.792236183,0.802001585,NA,NA,1.504077397,NA,NA,2.125013652,NA,1.386294361,NA,NA,2.954880364,NA,NA,NA
Peromyscus melanophrys,1,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,3.206803244,NA,NA,NA,NA,1.068153081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.962496068,NA,NA,NA
Peromyscus melanotis,1,3.678576561,NA,NA,NA,NA,NA,NA,NA,NA,3.219275745,NA,NA,NA,5.154609588,1.305626458,2.014903021,NA,0.506817602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus melanurus,1,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011600912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus merriami,1,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.223775432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus mexicanus,1,3.751384659,NA,4.827673532,2.847812143,NA,NA,NA,2,NA,3.407510744,1,NA,NA,5.770615219,0.940007258,2.00148,NA,1.467874348,NA,NA,1.99274844,NA,NA,1,1,3.148794365,NA,NA,NA
Peromyscus nasutus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus ochraventer,1,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.581038438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus pectoralis,1,3.663305203,NA,NA,NA,NA,NA,NA,1,NA,3.135494216,2,NA,NA,NA,1.355835154,0,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
Peromyscus perfulvus,1,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,3.766765993,2,NA,NA,NA,1.026041596,NA,NA,1.004301609,NA,NA,NA,NA,NA,2,NA,2.918157968,NA,NA,NA
Peromyscus polionotus,1,2.658159431,NA,NA,2.628285233,NA,3.06712227,2.48490665,NA,NA,3.169685581,NA,NA,NA,4.924428901,1.278152203,0.693147181,NA,0.431782416,NA,NA,1.844052736,NA,NA,NA,NA,2.894082265,1.780024213,NA,NA
Peromyscus simulus,1,3.688879454,NA,4.597138014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus spicilegus,1,3.583241122,NA,4.631714741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus stirtoni,1,3.373826185,NA,4.622911867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.867100488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus truei,1,3.295836866,NA,NA,2.917770732,NA,3.785325352,3.496507561,2,NA,3.477232068,NA,NA,NA,6.32455532,1.249901736,1.098612289,NA,0.837247525,NA,NA,1.936120465,NA,NA,NA,2,3.184035066,NA,NA,NA
Peromyscus winkelmanni,1,3.688879454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus yucatanicus,1,3.300640127,NA,4.61204649,2.86105737,NA,NA,NA,NA,NA,3.42751469,NA,NA,NA,5.244044241,1.098612289,NA,NA,0.916290732,NA,NA,1.974572806,NA,NA,NA,NA,NA,2.57261223,NA,NA
Peromyscus zarhynchus,1,3.688879454,NA,4.941642423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662687973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podomys floridanus,1,3.425564738,NA,4.636475036,2.803360381,NA,3.946231177,3.42751469,4,NA,NA,2,NA,NA,5.744562647,0.955511445,NA,4.477336814,0.871293366,NA,NA,1.92297665,NA,NA,1,2,2.916591381,2.525728644,NA,NA
Scotinomys teguina,NA,2.450142657,NA,NA,2.587764035,NA,3.440418095,2.48490665,2,NA,3.440418095,1,NA,NA,5.563272418,0.90016135,NA,NA,0.104360015,NA,NA,1.91384224,NA,NA,1,2,2.758924176,NA,NA,NA
Scotinomys xerampelinus,NA,2.712706013,NA,NA,2.879198457,NA,3.463232773,2.721295428,NA,NA,3.51244056,NA,NA,NA,5.753259945,1.124929597,NA,NA,0.104360015,NA,NA,2.020254482,NA,NA,NA,NA,2.904392867,NA,NA,NA
Xenomys nelsoni,NA,4.867457524,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.470003629,NA,NA,1.60743591,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Melanomys caliginosus,NA,3.713572067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371563556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
